rank,brand_name,series,model_name,color,material,rate,price,avaliability,made_in,reference_number,movement,link
2141,Tissot,Heritage,Tissot - Heritage - T019.430.36.051.01,,,,21145,True,Switzerland,T019.430.36.051.01,,https://egywatch.com//collections/watches/products/tissot-heritage-t019-430-36-051-01
2142,Tissot,Heritage,Tissot - Heritage - T019.430.36.031.01,,,,20845,True,Switzerland,T019.430.36.031.01,,https://egywatch.com//collections/watches/products/tissot-heritage-t019-430-36-031-01
2143,Tissot,T-Sport Collection,Tissot - T-Sport Collection - T019.430.16.051.01,,,,19425,True,Switzerland,T019.430.16.051.01,,https://egywatch.com//collections/watches/products/tissot-t-sport-collection-t019-430-16-051-01
2144,Tissot,T-Touch Expert,Tissot - T-Touch Expert - T013.420.47.202,,,,31695,True,Switzerland,T013.420.47.202,,https://egywatch.com//collections/watches/products/tissot-t-touch-expert-t013-420-47-202
2145,Tissot,,Tissot - T-Touch Expert - T013.420.47.201,,,,31695,True,,,,https://egywatch.com//collections/watches/products/tissot-t-touch-expert-t013-420-47-201
2146,Tissot,T-Touch Expert,Tissot - T-Touch Expert - T013.420.44.202,,,,35245,True,Switzerland,T013.420.44.202,,https://egywatch.com//collections/watches/products/tissot-t-touch-expert-t013-420-44-202
2147,Tissot,T-Touch Expert,Tissot - T-Touch Expert - T013.420.11.057,,,,28675,True,Switzerland,T013.420.11.057,,https://egywatch.com//collections/watches/products/tissot-t-touch-expert-t013-420-11-057
2148,Tissot,Le Locle,Tissot - Le Locle - T006.428.36.058.01,,,,27345,True,Switzerland,T006.428.36.058.01,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-428-36-058-01
2149,Tissot,Le Locle,Tissot - Le Locle - T006.428.36.058,,,,26375,True,Switzerland,T006.428.36.058,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-428-36-058
2150,Tissot,Le Locle,Tissot - Le Locle - T006.428.16.058.01,,,,23225,True,Switzerland,T006.428.16.058.01,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-428-16-058-01
2151,Tissot,Le Locle,Tissot - Le Locle - T006.428.11.038.01,,,,24795,True,Switzerland,T006.428.11.038.01,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-428-11-038-01
2152,Tissot,Le Locle,Tissot - Le Locle - T006.428.11.038,,,,24725,True,Switzerland,T006.428.11.038,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-428-11-038
2153,Tissot,Le Locle,Tissot - Le Locle - T006.424.11.263,,,,18495,True,Switzerland,T006.424.11.263,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-424-11-263
2154,Tissot,Le Locle,Tissot - Le Locle - T006.424.11.053,,,,31545,True,Switzerland,T006.424.11.053,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-424-11-053
2155,Tissot,Le Locle,Tissot - Le Locle - T006.408.36.057,,,,37045,True,Switzerland,T006.408.36.057,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-408-36-057
2156,Tissot,Le Locle,Tissot - Le Locle - T006.408.11.057,,,,35245,True,Switzerland,T006.408.11.057,,https://egywatch.com//collections/watches/products/tissot-le-locle-t006-408-11-057
2157,Tissot,Racing Touch,Tissot - Racing Touch - T002.520.17.051.01,,,,24050,True,Switzerland,T002.520.17.051.01,,https://egywatch.com//collections/watches/products/tissot-racing-touch-t002-520-17-051-01
2158,Fossil,Nate,Fossil - Nate - JR1487,Brown,Calfskin Leather,,6995,True,China,JR1487,Quartz,https://egywatch.com//collections/watches/products/fossil-sport-jr1487
2159,Fossil,Nate,Fossil - Nate- JR1354,Black,Leather,,5995,True,China,JR1354,Quartz,https://egywatch.com//collections/watches/products/fossil-casual-jr1354
2160,Fossil,Dress,Fossil - Dress - FS5453,Light Brown,Leather,,5995,True,China,FS5453,Quartz,https://egywatch.com//collections/watches/products/fossil-dress-fs5453
2161,Fossil,,FOSSIL - GRANT - FS5151,,,,6495,True,,,,https://egywatch.com//collections/watches/products/fossil-grant-fs5151
2162,Fossil,Grant,Fossil - Grant - FS4813IE,Leather,Brown,,5995,True,China,FS4813IE,Quartz,https://egywatch.com//collections/watches/products/fossil-fs4813ie
2163,Fossil,,FOSSIL - MACHINE - FS4656,,,,5895,True,,,,https://egywatch.com//collections/watches/products/fossil-machine-fs4656
2164,Casio,G-SHOCK,Casio - G-Shock - GA-700-4ADR,Red,Resin,,5395,True,China,GA-700-4ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-700-4adr
2165,Casio,G-Shock,Casio - G-Shock - GA-700-1ADR,Black,Resin,,5395,True,China,GA-700-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-700-1adr
2166,Casio,G-Shock,Casio - G-Shock - GA-400GB-1ADR,Black,Resin,,7995,True,China,GA-400GB-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-400gb-1adr
2167,Casio,G-Shock,Casio - G-Shock - GA-400GB-1A9DR,Black,Resin,,7995,True,China,GA-400GB-1A9DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-400gb-1a9dr
2168,Casio,G-Shock,Casio - G-SHOCK - GA-400-1BDR,Black,Resin,,6975,True,China,GA-400-1BDR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-400-1bdr
2169,Casio,,Casio - G-SHOCK - GA-400-1ADR,,,,6975,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-400-1adr
2170,Casio,,Casio - G-SHOCK - GA-300BA-1ADR,,,,7625,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-300ba-1adr
2171,Casio,,Casio - G-SHOCK - GA-300-7ADR,,,,6995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-300-7adr
2172,Casio,,Casio - G-SHOCK - GA-201-1ADR,,,,3850,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-201-1adr
2173,Casio,,Casio - G-SHOCK - GA-200RG-1ADR,,,,4695,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-200rg-1adr
2174,Casio,,Casio - G-SHOCK - GA-200-1ADR,,,,3850,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-200-1adr
2175,Casio,G-SHOCK,Casio - G-SHOCK - GW-9400-1DR,Black,Resin,,12995,True,China,GW-9400-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-gw-9400-1dr
2176,Casio,,Casio - G-SHOCK - GST-S110D-1ADR,,,,14995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gst-s110d-1adr
2177,Casio,,Casio - G-SHOCK - GST-S110-1ADR,,,,7350,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gst-s110-1adr
2178,Casio,,Casio - G-SHOCK - GST-210B-1A9DR,,,,13995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gst-210b-1a9dr
2179,Casio,,Casio - G-SHOCK - GR-8900A-1DR,,,,3550,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gr-8900a-1dr
2180,Casio,,Casio - G-SHOCK - GLX-6900-1DR,,,,4925,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-glx-6900-1dr
2181,Casio,,Casio - G-SHOCK - GLS-8900-1BDR,,,,2650,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gls-8900-1bdr
2182,Casio,,Casio - G-SHOCK - GLS-6900-2DR,,,,5275,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gls-6900-2dr
2183,Casio,,Casio - G-SHOCK - GD-X6900MC-3DR,,,,6995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-x6900mc-3dr
2184,Casio,,Casio - G-SHOCK - GD-X6900HT-2DR,,,,6995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-x6900ht-2dr
2185,Casio,,Casio - G-SHOCK - GD-X6900FB-1DR,,,,6195,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-x6900fb-1dr
2186,Casio,,Casio - G-SHOCK - GD-X6900CM-8DR,,,,6995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-x6900cm-8dr
2187,Casio,,Casio - G-SHOCK - GD-X6900CM-5DR,,,,6995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-x6900cm-5dr
2188,Casio,,Casio - G-SHOCK - GD-X6900-7DR,,,,5950,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-x6900-7dr
2189,Casio,,Casio - G-SHOCK - GD-120CM-8DR,,,,5295,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-120cm-8dr
2190,Casio,,Casio - G-SHOCK - GD-100GB-1DR,,,,6425,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-100gb-1dr
2191,Casio,,Casio - G-SHOCK - GD-100-1BDR,,,,4350,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-gd-100-1bdr
2192,Casio,,Casio - G-SHOCK - GA-110NM-4ADR,,,,6995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-110nm-4adr
2193,Casio,G-Shock,Casio - G-Shock - GA-110GB-1ADR,Black,Resin,,7875,True,China,GA-110GB-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-110gb-1adr
2194,Casio,,Casio - G-SHOCK - GA-110BC-8ADR,,,,5350,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-110bc-8adr
2195,Casio,G-Shock,Casio - G-Shock- GA-110-1ADR,Black,Resin,,6995,True,China,GA-110-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-110-1adr
2196,Casio,,Casio - G-SHOCK - GA-100CM-8ADR,,,,6850,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100cm-8adr
2197,Casio,,Casio - G-SHOCK - GA-100CM-5ADR,,,,4395,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100cm-5adr
2198,Casio,,Casio - G-SHOCK - GA-100CM-4ADR,,,5.0,6650,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100cm-4adr
2199,Casio,,Casio - G-SHOCK - GA-100CF-8ADR,,,,3825,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100cf-8adr
2200,Casio,G-Shock,Casio - G-Shock - GA-100CF-1A9DR,Black,Resin,,6325,True,China,GA-100CF-1A9DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100cf-1a9dr
2201,Casio,G-Shock,Casio - G-Shock - GA-100CB-1ADR,Black,Resin,,6195,True,China,GA-100CB-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100cb-1adr
2202,Casio,,Casio - G-SHOCK - GA-100C-4ADR,,,,5475,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100c-4adr
2203,Casio,G-Shock,Casio - G-Shock - GA-100A-9ADR,Yellow,Resin,,6375,True,China,GA-100A-9ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100a-9adr
2204,Casio,G-Shock,Casio - G-SHOCK - GA-100-1A4DR,Black,Resin,,5995,True,China,GA-100-1A4DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100-1a4dr
2205,Casio,G-Shock,Casio - G-Shock - GA-100-1A1DR,Black,Resin,,5995,True,China,GA-100-1A1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-100-1a1dr
2206,Casio,G-Shock,Casio - G-SHOCK - GA-1000-1ADR,Black,Resin,,12695,True,China,GA-1000-1ADR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-ga-1000-1adr
2207,Casio,G-Shock,Casio - G-Shock - G-9300GB-1DR,Black,Resin,,9995,True,China,G-9300GB-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-g-9300gb-1dr
2208,Casio,G-Shock,Casio - G-Shock - G-9300-1DR,Black,Resin,,8550,True,China,G-9300-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-g-9300-1dr
2209,Casio,,Casio - G-SHOCK - G-9000-3VDR,,,,2595,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-g-9000-3vdr
2210,Casio,,Casio - G-SHOCK - G-7900-2DR,,,,5395,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-g-7900-2dr
2211,Casio,,Casio - G-SHOCK - G-7900-1DR,,,,5395,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-g-7900-1dr
2212,Casio,,Casio - G-SHOCK - G-1400-1ADR,,,,12995,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-g-1400-1adr
2213,Casio,,Casio - EDIFICE - ERA-201BK-1AVDF,,,,13995,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-era-201bk-1avdf
2214,Casio,,Casio - EDIFICE - EQS-A500DB-1AVDR,,,,12995,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-eqs-a500db-1avdr
2215,Casio,,Casio - EDIFICE - EQS-500DB-1A2DR,,,,9995,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-eqs-500db-1a2dr
2216,Casio,,Casio - EDIFICE - EMA-100D-1A2VDF,,,,8995,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ema-100d-1a2vdf
2217,Casio,,Casio - EDIFICE - EFV-530GL-5AVUDF,,,,5775,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-efv-530gl-5avudf
2218,Casio,,Casio - EDIFICE - EFR-553D-7BVUDF,,,,3125,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-efr-553d-7bvudf
2219,Casio,,Casio - EDIFICE - EFR-553D-5BVUDF,,,,5125,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-efr-553d-5bvudf
2220,Casio,,Casio - EDIFICE - EFR-552SG-2AVUDF,,,,6975,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-efr-552sg-2avudf
2221,Casio,,Casio - EDIFICE - EFR-552GL-7AVUDF,,,,6550,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-efr-552gl-7avudf
2222,Casio,Edifice,Casio - EDIFICE - EFR-552D-1AVUDF,Silver,Stainless Steel,,4750,True,China,EFR-552D-1AVUDF,Quartz,https://egywatch.com//collections/watches/products/casio-edifice-efr-552d-1avudf
2223,Casio,Edifice,Casio - Edifice - EFR-552D-1A2VUDF,Silver,Stainless Steel,,5525,True,China,EFR-552D-1A2VUDF,Quartz,https://egywatch.com//collections/watches/products/casio-edifice-efr-552d-1a2vudf
2224,Casio,,Casio - EDIFICE - EFR-546BKG-1AVUDF,,,,6995,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-efr-546bkg-1avudf
2225,Casio,EDIFICE,Casio - Edifice - EFR-526D-7AVUDF,Silver,Stainless Steel,,5725,True,China,EFR-526D-7AVUDF,Quartz,https://egywatch.com//collections/watches/products/casio-edifice-efr-526d-7avudf
2226,Casio,,Casio - EDIFICE - EFR-106D-1AVUDF,,,,5125,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-efr-106d-1avudf
2227,Casio,,Casio - EDIFICE - EF-550D-7AVUDF,,,,9995,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-550d-7avudf
2228,Casio,,Casio - EDIFICE - EF-527D-7AVUDF,,,,4295,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-527d-7avudf
2229,Casio,,Casio - EDIFICE - EF-503D-1AVUDF,,,,4650,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-503d-1avudf
2230,Casio,,Casio - EDIFICE - EF-329SG-7AVUDF,,,,5775,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-329sg-7avudf
2231,Casio,,Casio - EDIFICE - EF-131D-1A1VUDF,,,,2650,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-131d-1a1vudf
2232,Casio,,Casio - EDIFICE - EF-130D-1A5VUDF,,,,4250,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-130d-1a5vudf
2233,Casio,,Casio - EDIFICE - EF-130D-1A2VUDF,,,,2650,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-130d-1a2vudf
2234,Casio,,Casio - EDIFICE - EF-125D-1AVUDF,,,,2695,True,,,,https://egywatch.com//collections/watches/products/casio-edifice-ef-125d-1avudf
2235,Casio,,Casio - G-SHOCK - DW-9052V-1DR,,,,2595,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-dw-9052v-1dr
2236,Casio,G-Shock,Casio - G-SHOCK - DW-9052-2VDR,Blue,Resin,,4650,True,China,DW-9052-2VDR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-dw-9052-2vdr
2237,Casio,G-Shock,Casio - G-SHOCK - DW-9052-1VDR,Black,Resin,,4650,True,China,DW-9052-1VDR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-dw-9052-1vdr
2238,Casio,,Casio - G-SHOCK - DW-6900ZB-8DR,,,,5950,True,,,,https://egywatch.com//collections/watches/products/casio-g-shock-dw-6900zb-8dr
2239,Casio,G-Shock,Casio - G-Shock - DW-6900NB-1DR,Black,Resin,,5595,True,China,DW-6900NB-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-dw-6900nb-1dr
2240,Casio,G-Shock,Casio - G-Shock - DW-6900MS-1DR,Black,Resin,,5595,True,China,DW-6900MS-1DR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-dw-6900ms-1dr
2241,Casio,G-Shock,Casio - G-Shock - DW-6900-1VDR,Black,Resin,,4750,True,China,DW-6900-1VDR,Quartz,https://egywatch.com//collections/watches/products/casio-g-shock-dw-6900-1vdr
2242,Casio,Beside,Casio - Beside - BEM-507L-7AVDF,Brown,Leather,,7495,True,China,BEM-507L-7AVDF,Quartz,https://egywatch.com//collections/watches/products/casio-baby-g-bem-507l-7avdf
2243,Casio,Beside,Casio - Beside - BEM-506L-7AVDF,Brown,Leather,,6895,True,China,BEM-506L-7AVDF,Quartz,https://egywatch.com//collections/watches/products/casio-baby-g-bem-506l-7avdf
2244,Casio,Beside,Casio - Beside - BEM-506CD-1AVDF,Silver,Stainless Steel,,3995,True,China,BEM-506CD-1AVDF,Quartz,https://egywatch.com//collections/watches/products/casio-baby-g-bem-506cd-1avdf
2245,Casio,Beside,Casio - Beside - BEM-506BL-1AVDF,Black,Leather,,6895,True,China,BEM-506BL-1AVDF,Quartz,https://egywatch.com//collections/watches/products/casio-baby-g-bem-506bl-1avdf
2246,Casio,Beside,Casio - Beside - BEM-506BD-7AVDF,Silver,Stainless Steel,,7350,True,China,BEM-506BD-7AVDF,Quartz,https://egywatch.com//collections/watches/products/casio-baby-g-bem-506bd-7avdf
2247,Casio,,Casio - General - AQ-S810WC-4AVDF,,,,3875,True,,,,https://egywatch.com//collections/watches/products/casio-general-aq-s810wc-4avdf
2248,Casio,General,Casio - General - AQ-S810W-3AVDF,Green,Resin,,3750,True,China,AQ-S810W-3AVDF,Tough Solar,https://egywatch.com//collections/watches/products/casio-general-aq-s810w-3avdf
2249,Casio,,Casio - General - AQ-S800W-1B2VDF,,,,2550,True,,,,https://egywatch.com//collections/watches/products/casio-general-aq-s800w-1b2vdf
